frame,t_s,vehicles_in_roi,avg_speed_kmh,los,overspeeding,total_unique,helmet_bikes,helmet_violations,triple_violations
1,0.11,8,,A,0,22,3,0,0
2,0.62,6,,A,0,22,3,0,0
3,0.84,7,1.88,A,0,24,3,0,0
4,1.04,6,2.07,A,0,26,3,0,0
5,1.25,5,2.28,A,0,26,6,0,0
6,1.56,4,2.28,A,0,27,6,0,0
7,1.78,6,2.4,A,0,27,6,0,0
8,1.98,5,2.57,A,0,28,6,0,0
9,2.18,6,2.64,A,0,29,6,0,0
10,2.4,6,2.64,A,0,29,8,0,0
11,2.69,6,2.74,A,0,29,8,0,0
12,2.89,5,2.67,A,0,30,8,0,0
13,3.09,6,2.89,A,0,30,8,0,0
14,3.31,5,2.53,A,0,30,8,0,0
15,3.57,5,2.43,A,0,30,10,0,0
16,3.89,6,2.47,A,0,30,10,0,0
17,4.14,6,2.35,A,0,30,10,0,0
18,4.39,6,2.28,A,0,30,10,0,0
19,4.6,7,2.39,A,0,33,12,0,0
20,4.92,6,2.38,A,0,33,12,0,0
21,5.19,6,2.1,A,0,33,12,0,0
22,5.45,6,2.06,A,0,33,12,0,0
23,5.68,7,2.13,A,0,34,14,0,0
24,6.02,6,2.04,A,0,34,14,0,0
25,6.26,7,2,A,0,34,14,0,0
26,6.54,6,2,A,0,34,14,0,0
27,6.79,7,2,A,0,34,16,0,0
28,7.11,7,2.09,A,0,36,16,0,0
29,7.35,7,2.1,A,0,37,16,0,0
30,7.61,8,2.14,A,0,38,16,0,0
31,7.88,6,2.21,A,0,38,17,0,0
32,8.24,9,1.92,A,0,39,17,0,0
33,8.49,9,1.98,A,0,39,17,0,0
34,8.77,9,2.1,A,0,40,17,0,0
35,9.02,10,2.1,A,0,42,17,0,0
36,9.38,9,1.87,A,0,42,17,0,0
37,9.62,11,1.84,A,0,43,17,0,0
38,9.88,10,1.76,A,0,44,17,0,0
39,10.24,8,1.73,A,0,44,19,0,0
40,10.59,9,1.78,A,0,44,19,0,0
41,10.84,8,1.75,A,0,44,19,0,0
42,11.12,7,1.58,A,0,44,19,0,0
43,11.37,9,1.67,A,0,46,19,0,0
44,11.73,10,1.5,A,0,47,19,0,0
45,12.01,11,1.58,A,0,48,19,0,0
46,12.29,11,1.55,A,0,49,19,0,0
47,12.57,10,1.66,A,0,49,19,0,0
48,12.93,9,1.62,A,0,49,19,0,0
49,13.19,10,1.76,A,0,50,19,0,0
50,13.43,10,1.8,A,0,50,19,0,0
51,13.72,10,1.77,A,0,50,19,0,0
52,14.09,9,1.62,A,0,50,19,0,0
53,14.34,10,1.64,A,0,50,19,0,0
54,14.64,10,1.64,A,0,51,19,0,0
55,14.91,10,1.62,A,0,51,20,0,0
56,15.28,10,1.52,A,0,51,20,0,0
57,15.54,11,1.65,A,0,53,20,0,0
58,15.84,11,1.49,A,0,53,20,0,0
59,16.11,9,1.53,A,0,53,20,0,0
60,16.48,9,1.47,A,0,53,20,0,0
61,16.74,9,1.36,A,0,54,20,0,0
62,17.03,9,1.37,A,0,54,20,0,0
63,17.28,11,1.36,A,0,56,20,0,0
64,17.61,13,1.33,A,0,57,20,0,0
65,17.87,13,1.18,A,0,58,20,0,0
66,18.15,13,1.29,A,0,58,20,0,0
67,18.42,11,1.3,A,0,58,21,0,0
68,18.77,12,1.24,A,0,58,21,0,0
69,19.02,10,1.13,A,0,58,21,0,0
70,19.32,10,1.23,A,0,58,21,0,0
71,19.57,11,1.22,A,0,59,21,0,0
72,19.91,11,1.16,A,0,59,21,0,0
73,20.26,11,1.12,A,0,59,21,0,0
74,20.52,12,1.14,A,0,60,21,0,0
75,20.79,13,1.01,A,0,61,21,0,0
76,21.16,13,0.89,A,0,61,21,0,0
77,21.46,12,0.92,A,0,61,21,0,0
78,21.77,13,0.91,A,0,62,21,0,0
79,22.05,11,0.9,A,0,62,21,0,0
80,22.42,11,0.81,A,0,63,21,0,0
81,22.7,10,0.85,A,0,64,21,0,0
82,22.99,12,0.98,A,0,64,21,0,0
83,23.26,12,0.97,A,0,64,21,0,0
84,23.61,14,0.84,A,0,66,21,0,0
85,23.89,12,0.81,A,0,66,21,0,0
86,24.19,12,0.89,A,0,67,21,0,0
87,24.43,13,0.87,A,0,69,21,0,0
88,24.79,12,0.83,A,0,69,21,0,0
89,25.1,13,0.96,A,0,70,21,0,0
90,25.42,14,1.02,A,0,71,21,0,0
91,25.71,12,1,A,0,71,22,0,0
92,26.09,13,0.94,A,0,72,22,0,0
93,26.36,12,1.08,A,0,72,22,0,0
94,26.67,12,1.07,A,0,72,22,0,0
95,26.97,12,1.06,A,0,73,23,0,0
96,27.37,9,1.13,A,0,74,23,0,0
97,27.64,12,1.01,A,0,74,23,0,0
98,27.94,12,0.98,A,0,74,23,0,0
99,28.23,11,0.99,A,0,74,23,0,0
100,28.6,10,0.87,A,0,75,23,0,0
101,28.88,11,0.93,A,0,75,23,0,0
102,29.18,9,0.96,A,0,75,23,0,0
103,29.44,11,0.81,A,0,75,23,0,0
104,29.8,10,0.86,A,0,75,23,0,0
105,30.11,12,0.85,A,0,77,23,0,0
106,30.42,12,0.86,A,0,78,23,0,0
107,30.69,12,0.87,A,0,79,23,0,0
108,31.05,13,0.8,A,0,79,23,0,0
109,31.31,11,0.92,A,0,79,23,0,0
110,31.61,14,0.88,A,0,80,23,0,0
111,31.89,13,0.91,A,0,80,23,0,0
112,32.26,14,0.9,A,0,81,23,0,0
113,32.54,15,0.9,A,0,83,23,0,0
114,32.87,14,0.86,A,0,85,23,0,0
115,33.15,12,0.9,A,0,86,23,0,0
116,33.52,13,0.89,A,0,86,23,0,0
117,33.79,12,0.92,A,0,86,23,0,0
118,34.09,11,0.86,A,0,86,23,0,0
119,34.37,11,0.96,A,0,87,23,0,0
120,34.73,11,0.9,A,0,87,23,0,0
121,35,11,0.83,A,0,87,23,0,0
122,35.3,11,0.81,A,0,87,23,0,0
123,35.57,11,0.82,A,0,87,23,0,0
124,35.93,13,0.79,A,0,87,23,0,0
125,36.2,13,0.82,A,0,87,23,0,0
126,36.49,13,0.84,A,0,87,23,0,0
127,36.77,11,0.87,A,0,88,23,0,0
128,37.13,11,0.82,A,0,88,23,0,0
129,37.37,12,0.85,A,0,89,23,0,0
130,37.67,13,0.78,A,0,89,23,0,0
131,37.96,14,0.81,A,0,91,23,0,0
132,38.32,11,0.87,A,0,91,23,0,0
133,38.58,13,0.79,A,0,92,23,0,0
134,38.89,13,0.79,A,0,92,23,0,0
135,39.16,12,0.8,A,0,92,23,0,0
136,39.53,12,0.76,A,0,92,23,0,0
137,39.83,11,0.72,A,0,92,23,0,0
138,40.13,11,0.7,A,0,92,23,0,0
139,40.43,11,0.69,A,0,93,23,0,0
140,40.8,12,0.67,A,0,94,23,0,0
141,41.1,12,0.66,A,0,94,23,0,0
142,41.4,12,0.66,A,0,95,23,0,0
143,41.66,13,0.7,A,0,96,23,0,0
144,42.02,13,0.66,A,0,96,23,0,0
145,42.34,12,0.69,A,0,96,23,0,0
146,42.62,9,0.61,A,0,96,23,0,0
147,42.89,12,0.7,A,0,96,23,0,0
148,43.25,11,0.69,A,0,96,23,0,0
149,43.6,11,0.69,A,0,96,23,0,0
150,43.9,12,0.69,A,0,97,23,0,0
151,44.26,13,0.65,A,0,97,23,0,0
152,44.53,12,0.59,A,0,97,23,0,0
153,44.83,15,0.62,A,0,99,23,0,0
154,45.13,13,0.58,A,0,99,23,0,0
155,45.51,15,0.55,A,0,100,23,0,0
156,45.79,10,0.5,A,0,100,23,0,0
157,46.07,12,0.58,A,0,100,23,0,0
158,46.37,12,0.57,A,0,100,23,0,0
159,46.74,13,0.59,A,0,101,23,0,0
160,47.01,15,0.59,A,0,103,23,0,0
161,47.28,12,0.7,A,0,103,23,0,0
162,47.57,11,0.65,A,0,103,23,0,0
163,47.94,12,0.58,A,0,105,23,0,0
164,48.2,12,0.72,A,0,105,23,0,0
165,48.46,11,0.72,A,0,105,23,0,0
166,48.77,11,0.73,A,0,105,24,0,0
167,49.14,10,0.68,A,0,106,24,0,0
168,49.39,9,0.44,A,0,106,24,0,0
169,49.65,7,0.48,A,0,107,24,0,0
170,49.94,9,0.55,A,0,107,24,0,0
171,50.32,9,0.52,A,0,108,24,0,0
172,50.61,13,0.55,A,0,109,24,0,0
173,50.88,13,0.53,A,0,109,24,0,0
174,51.18,13,0.53,A,0,111,24,0,0
175,51.53,13,0.5,A,0,111,24,0,0
176,51.83,11,0.49,A,0,112,24,0,0
177,52.13,10,0.51,A,0,112,24,0,0
178,52.41,12,0.47,A,0,112,24,0,0
179,52.76,13,0.47,A,0,112,24,0,0
180,53.07,10,0.56,A,0,113,24,0,0
181,53.34,12,0.52,A,0,113,24,0,0
182,53.6,10,0.56,A,0,113,24,0,0
183,53.96,8,0.45,A,0,113,24,0,0
184,54.25,12,0.48,A,0,113,24,0,0
185,54.52,13,0.51,A,0,114,24,0,0
186,54.78,13,0.65,A,0,115,24,0,0
187,55.15,13,0.68,A,0,116,24,0,0
188,55.43,10,0.71,A,0,116,24,0,0
189,55.7,12,0.66,A,0,116,24,0,0
190,55.95,12,0.79,A,0,117,25,0,0
191,56.35,9,0.77,A,0,119,25,0,0
192,56.61,11,0.86,A,0,121,25,0,0
193,56.87,13,0.81,A,0,123,25,0,0
194,57.13,9,0.84,A,0,123,25,0,0
195,57.52,12,0.77,A,0,124,25,0,0
196,57.8,12,0.78,A,0,124,25,0,0
197,58.06,13,0.77,A,0,124,25,0,0
198,58.35,11,0.7,A,0,126,25,0,0
199,58.72,12,0.68,A,0,129,25,0,0
200,58.99,14,0.74,A,0,129,25,0,0
201,59.26,12,0.75,A,0,130,25,0,0
202,59.55,10,0.84,A,0,130,25,0,0
203,59.92,13,0.82,A,0,131,25,0,0
204,60.18,13,0.85,A,0,131,25,0,0
205,60.43,14,0.79,A,0,132,25,0,0
206,60.74,16,0.82,A,0,132,26,0,0
207,61.1,14,0.84,A,0,132,26,0,0
208,61.35,11,0.92,A,0,133,26,0,0
209,61.61,13,0.92,A,0,133,26,0,0
210,61.88,14,0.91,A,0,133,27,0,0
211,62.23,15,0.84,A,0,133,27,0,0
212,62.48,11,0.98,A,0,133,27,0,0
213,62.73,12,1.06,A,0,133,27,0,0
214,63,11,1.08,A,0,134,27,0,0
215,63.34,12,1.01,A,0,135,27,0,0
216,63.59,11,1.05,A,0,135,27,0,0
217,63.88,11,1.16,A,0,135,27,0,0
218,64.15,13,1.06,A,0,135,28,0,0
219,64.5,10,0.97,A,0,135,28,0,0
220,64.77,12,0.94,A,0,135,28,0,0
221,65.06,13,1,A,0,137,28,0,0
222,65.33,14,1.02,A,0,137,28,0,0
223,65.7,13,0.95,A,0,138,28,0,0
224,65.96,12,0.97,A,0,139,28,0,0
225,66.3,10,1.07,A,0,139,28,0,0
226,66.59,12,1.01,A,0,139,29,0,0
227,66.98,11,0.96,A,0,139,29,0,0
228,67.23,11,0.98,A,0,140,29,0,0
229,67.49,12,0.93,A,0,142,29,0,0
230,67.8,12,1.09,A,0,144,30,0,0
231,68.17,12,0.98,A,0,144,30,0,0
232,68.42,11,1.04,A,0,144,30,0,0
233,68.68,11,0.97,A,0,145,30,0,0
234,68.98,12,0.94,A,0,145,31,0,0
235,69.35,13,0.92,A,0,145,31,0,0
236,69.61,13,0.98,A,0,146,31,0,0
237,69.88,11,1.07,A,0,147,31,0,0
238,70.17,15,0.99,A,0,148,33,0,0
239,70.55,13,0.93,A,0,148,33,0,0
240,70.81,14,0.99,A,0,148,33,0,0
241,71.11,14,1.06,A,0,150,33,0,0
242,71.39,14,1.06,A,0,151,33,0,0
243,71.75,14,1.05,A,0,151,33,0,0
244,72,13,1.16,A,0,152,33,0,0
245,72.29,12,1.13,A,0,152,33,0,0
246,72.58,13,1.14,A,0,152,34,0,0
247,72.93,13,1.1,A,0,155,34,0,0
248,73.19,15,1.14,A,0,156,34,0,0
249,73.49,15,1.12,A,0,157,34,0,0
250,73.76,12,1.14,A,0,157,34,0,0
251,74.12,15,1.07,A,0,159,34,0,0
252,74.42,16,1.04,A,0,160,34,0,0
253,74.7,17,1,A,0,161,34,0,0
254,74.98,16,1.04,A,0,161,34,0,0
255,75.33,19,0.96,A,0,163,34,0,0
256,75.63,15,1.06,A,0,164,34,0,0
257,75.9,14,0.99,A,0,164,34,0,0
258,76.17,15,0.98,A,0,164,34,0,0
259,76.52,16,0.92,A,0,164,34,0,0
260,76.82,17,0.89,A,0,164,34,0,0
261,77.12,15,0.87,A,0,164,34,0,0
262,77.38,15,1.08,A,0,164,34,0,0
263,77.74,16,0.99,A,0,164,34,0,0
264,78.06,14,1.01,A,0,164,34,0,0
265,78.36,16,1.01,A,0,164,34,0,0
266,78.63,16,1,A,0,165,34,0,0
267,79.02,15,1.01,A,0,165,34,0,0
268,79.31,17,0.98,A,0,166,34,0,0
269,79.58,13,1.01,A,0,166,34,0,0
270,79.84,13,0.93,A,0,166,34,0,0
271,80.2,14,1.02,A,0,166,34,0,0
272,80.5,13,1.14,A,0,166,34,0,0
273,80.77,15,1.13,A,0,167,34,0,0
274,81.06,17,1.12,A,0,167,34,0,0
275,81.41,15,1.04,A,0,167,34,0,0
276,81.71,15,1.1,A,0,167,34,0,0
277,81.99,17,1.04,A,0,167,34,0,0
278,82.25,15,0.99,A,0,167,34,0,0
279,82.61,17,0.92,A,0,168,34,0,0
280,82.9,14,1.02,A,0,169,34,0,0
281,83.17,13,1.08,A,0,169,34,0,0
282,83.44,13,1.2,A,0,169,34,0,0
283,83.8,14,1.2,A,0,171,34,0,0
284,84.11,16,1.07,A,0,171,34,0,0
285,84.38,12,1.04,A,0,171,34,0,0
286,84.64,14,1.15,A,0,171,34,0,0
287,85.04,12,1.14,A,0,171,34,0,0
288,85.33,13,1.25,A,0,172,34,0,0
289,85.6,13,1.18,A,0,172,34,0,0
290,85.87,12,1.16,A,0,172,35,0,0
291,86.22,15,1.19,A,0,173,35,0,0
292,86.54,12,1.19,A,0,173,35,0,0
293,86.84,11,1.23,A,0,175,35,0,0
294,87.11,12,1.23,A,0,177,35,0,0
295,87.47,14,1.26,A,0,177,35,0,0
296,87.78,14,1.25,A,0,177,35,0,0
297,88.05,14,1.29,A,0,178,35,0,0
298,88.33,14,1.33,A,0,178,36,0,0
299,88.72,15,1.33,A,0,179,36,0,0
300,89.02,15,1.28,A,0,180,36,0,0
301,89.39,14,1.33,A,0,180,37,0,0
302,89.78,13,1.29,A,0,181,37,0,0
303,90.08,14,1.32,A,0,183,37,0,0
304,90.34,15,1.33,A,0,183,37,0,0
305,90.61,11,1.45,A,0,183,38,0,0
306,91.02,12,1.33,A,0,183,38,0,0
307,91.29,12,1.34,A,0,183,38,0,0
308,91.58,12,1.41,A,0,184,38,0,0
309,91.9,9,1.43,A,0,184,38,0,0
310,92.32,11,1.42,A,0,184,38,0,0
311,92.6,11,1.42,A,0,184,38,0,0
312,92.87,12,1.46,A,0,184,38,0,0
313,93.16,11,1.44,A,0,185,39,0,0
314,93.56,9,1.51,A,0,186,39,0,0
315,93.88,9,1.54,A,0,186,39,0,0
316,94.17,10,1.46,A,0,186,40,0,0
317,94.57,12,1.32,A,0,187,40,0,0
318,94.9,13,1.33,A,0,189,40,0,0
319,95.18,10,1.54,A,0,189,41,0,0
320,95.56,13,1.42,A,0,189,41,0,0
321,95.84,12,1.5,A,0,190,41,0,0
322,96.14,11,1.52,A,0,191,41,0,0
323,96.43,10,1.63,A,0,191,42,0,0
324,96.9,13,1.51,A,0,193,42,0,0
325,97.2,12,1.54,A,0,194,42,0,0
326,97.49,11,1.66,A,0,195,42,0,0
327,97.9,12,1.65,A,0,195,42,0,0
328,98.19,9,1.72,A,0,195,42,0,0
329,98.52,11,1.72,A,0,195,42,0,0
330,98.91,14,1.54,A,0,196,42,0,0
331,99.2,16,1.5,A,0,197,42,0,0
332,99.55,11,1.62,A,0,197,43,0,0
333,99.98,11,1.7,A,0,199,43,0,0
334,100.27,13,1.6,A,0,199,43,0,0
335,100.59,12,1.57,A,0,200,43,0,0
336,101.01,14,1.59,A,0,200,43,0,0
337,101.33,14,1.65,A,0,200,43,0,0
338,101.62,15,1.69,A,0,200,45,0,0
339,101.99,12,1.81,A,0,200,45,0,0
340,102.34,11,1.78,A,0,200,45,0,0
341,102.62,11,1.79,A,0,201,45,0,0
342,102.91,14,1.89,A,0,203,45,0,0
343,103.34,15,1.81,A,0,204,45,0,0
344,103.65,15,1.75,A,0,205,45,0,0
345,103.96,14,1.9,A,0,205,45,0,0
346,104.41,14,1.83,A,0,206,45,0,0
347,104.74,15,1.81,A,0,207,45,0,0
348,105.08,13,1.87,A,0,207,45,0,0
349,105.49,13,1.78,A,0,209,45,0,0
350,105.81,12,1.68,A,0,209,45,0,0
351,106.08,14,1.91,A,0,211,45,0,0
352,106.51,14,1.91,A,0,211,45,0,0
353,106.78,12,1.8,A,0,211,45,0,0
354,107.08,13,2.15,A,0,212,45,0,0
355,107.52,14,1.9,A,0,213,45,0,0
356,107.88,17,1.88,A,0,214,45,0,0
357,108.22,15,2.05,A,0,214,46,0,0
358,108.62,14,2.06,A,0,214,46,0,0
359,108.95,13,2.06,A,0,214,46,0,0
360,109.3,15,2.03,A,0,215,47,0,0
361,109.73,13,2.05,A,0,216,47,0,0
362,110.04,14,1.98,A,0,216,47,0,0
363,110.31,13,2.1,A,0,216,47,0,0
364,110.75,12,2.1,A,0,216,47,0,0
365,111.06,13,2.14,A,0,216,47,0,0
366,111.34,14,2.24,A,0,217,47,0,0
367,111.8,10,2.14,A,0,217,47,0,0
368,112.15,14,2.19,A,0,219,47,0,0
369,112.46,16,2.2,A,0,219,47,0,0
370,112.91,12,2.29,A,0,219,47,0,0
371,113.21,14,2.31,A,0,219,47,0,0
372,113.53,15,2.31,A,0,221,47,0,0
373,114.03,13,2.12,A,0,222,47,0,0
374,114.33,16,2.31,A,0,222,47,0,0
375,114.69,12,2.24,A,0,222,47,0,0
376,115.18,13,2.14,A,0,222,47,0,0
377,115.54,13,2.22,A,0,222,47,0,0
378,115.87,13,2.24,A,0,223,47,0,0
379,116.31,13,2.22,A,0,225,47,0,0
380,116.66,12,2.26,A,0,225,47,0,0
381,116.97,11,2.26,A,0,225,47,0,0
382,117.42,12,2.23,A,0,225,47,0,0
383,117.77,11,2.3,A,0,225,47,0,0
384,118.1,13,2.33,A,0,227,47,0,0
385,118.53,11,2.36,A,0,227,47,0,0
386,118.85,9,2.39,A,0,227,47,0,0
387,119.18,11,2.42,A,0,227,47,0,0
388,119.61,12,2.43,A,0,228,47,0,0
389,119.93,11,2.38,A,0,228,47,0,0
390,120.22,12,2.59,A,0,230,47,0,0
391,120.67,14,2.51,A,0,230,47,0,0
392,121.01,10,2.54,A,0,231,47,0,0
393,121.33,12,2.54,A,0,231,47,0,0
394,121.73,12,2.58,A,0,231,47,0,0
395,122.12,8,2.66,A,0,232,47,0,0
396,122.49,8,2.67,A,0,233,48,0,0
397,123,11,2.59,A,0,234,48,0,0
398,123.32,13,2.56,A,0,234,48,0,0
399,123.65,11,2.59,A,0,235,49,0,0
400,124.1,13,2.54,A,0,236,49,0,0
401,124.39,13,2.48,A,0,236,49,0,0
402,124.78,12,2.53,A,0,237,51,0,0
403,125.21,12,2.46,A,0,237,51,0,0
404,125.56,11,2.56,A,0,237,51,0,0
405,125.88,14,2.59,A,0,239,53,0,0
406,126.37,12,2.56,A,0,239,53,0,0
407,126.72,12,2.55,A,0,239,53,0,0
408,127.09,12,2.6,A,0,240,53,0,0
409,127.55,11,2.59,A,0,240,53,0,0
